,Condition,covariate1,covariate2,r,p
0,hand,hardness,roughness,-0.060650887573964495,0.8234355391661153
0,hand,hardness,hardness,0.9999999999999998,7.135409263138563e-109
0,hand,hardness,slipperiness,0.06666673982636644,0.8062182890956348
0,hand,slipperiness,roughness,0.6488896009766332,0.0065374098779551896
0,hand,slipperiness,hardness,0.06666673982636642,0.8062182890956349
0,hand,slipperiness,slipperiness,1.0,0.0
0,hand,roughness,roughness,1.0,0.0
0,hand,roughness,hardness,0.48550199292493473,0.05659611139414629
0,hand,roughness,slipperiness,0.7672402589822599,0.0005226363326000805
0,hand,hardness,roughness,0.4855019929249347,0.056596111394146296
0,hand,hardness,hardness,1.0,0.0
0,hand,hardness,slipperiness,0.16148219032118405,0.5501899892266197
0,hand,slipperiness,roughness,0.7672402589822599,0.0005226363326000805
0,hand,slipperiness,hardness,0.16148219032118405,0.5501899892266197
0,hand,slipperiness,slipperiness,1.0,0.0
0,hand,roughness,roughness,1.0,0.0
0,hand,roughness,hardness,0.6568076083166101,0.005708445811186843
0,hand,roughness,slipperiness,0.5318524355036788,0.03396782562825755
0,hand,hardness,roughness,0.65680760831661,0.005708445811186855
0,hand,hardness,hardness,1.0,0.0
0,hand,hardness,slipperiness,0.0967504748232466,0.7215058088717919
0,hand,slipperiness,roughness,0.5318524355036788,0.03396782562825755
0,hand,slipperiness,hardness,0.0967504748232466,0.7215058088717919
0,hand,slipperiness,slipperiness,0.9999999999999998,7.135409263138563e-109
0,hand,roughness,roughness,1.0,0.0
0,hand,roughness,hardness,-0.08210095103957626,0.7624425924415281
0,hand,roughness,slipperiness,0.9125935940675938,8.273790892498082e-07
0,hand,hardness,roughness,-0.08210095103957625,0.7624425924415281
0,hand,hardness,hardness,1.0,0.0
0,hand,hardness,slipperiness,-0.08050230347888458,0.7669479203510715
0,hand,slipperiness,roughness,0.9125935940675937,8.273790892498141e-07
0,hand,slipperiness,hardness,-0.08050230347888458,0.7669479203510715
0,hand,slipperiness,slipperiness,0.9999999999999998,7.135409263138563e-109
0,hand,roughness,roughness,1.0,0.0
0,hand,roughness,hardness,0.04498525073746312,0.8686078069503973
0,hand,roughness,slipperiness,0.631268436578171,0.008727185232500084
0,hand,hardness,roughness,0.04498525073746312,0.8686078069503973
0,hand,hardness,hardness,1.0,0.0
0,hand,hardness,slipperiness,-0.03613569321533923,0.8943040579994596
0,hand,slipperiness,roughness,0.631268436578171,0.008727185232500084
0,hand,slipperiness,hardness,-0.03613569321533923,0.8943040579994596
0,hand,slipperiness,slipperiness,1.0,0.0
0,hand,roughness,roughness,1.0,0.0
0,hand,roughness,hardness,0.3498889026572001,0.184017606377285
0,hand,roughness,slipperiness,0.7843885682911774,0.0003213716725536963
0,hand,hardness,roughness,0.3498889026572001,0.184017606377285
0,hand,hardness,hardness,1.0,0.0
0,hand,hardness,slipperiness,0.22511243533945652,0.4018926457974038
0,hand,slipperiness,roughness,0.7843885682911775,0.0003213716725536951
0,hand,slipperiness,hardness,0.2251124353394565,0.401892645797404
0,hand,slipperiness,slipperiness,0.9999999999999998,7.135409263138563e-109
0,hand,roughness,roughness,1.0,0.0
0,hand,roughness,hardness,0.215710242381698,0.4223432031487512
0,hand,roughness,slipperiness,0.8868315142646037,4.7030729405098406e-06
0,hand,hardness,roughness,0.21571024238169803,0.4223432031487512
0,hand,hardness,hardness,1.0,0.0
0,hand,hardness,slipperiness,-0.016643757148392068,0.9512172625303995
0,hand,slipperiness,roughness,0.8868315142646036,4.703072940509866e-06
0,hand,slipperiness,hardness,-0.016643757148392065,0.9512172625303995
0,hand,slipperiness,slipperiness,1.0,0.0
0,hand,roughness,roughness,1.0,0.0
0,hand,roughness,hardness,0.6859266786579479,0.0033504740918620986
0,hand,roughness,slipperiness,0.9205644704596918,4.3291901063309624e-07
0,hand,hardness,roughness,0.6859266786579479,0.0033504740918620986
0,hand,hardness,hardness,0.9999999999999998,7.135409263138563e-109
0,hand,hardness,slipperiness,0.6330630924960687,0.00848072796323158
0,hand,slipperiness,roughness,0.9205644704596918,4.3291901063309624e-07
0,hand,slipperiness,hardness,0.6330630924960687,0.00848072796323158
0,hand,slipperiness,slipperiness,1.0,0.0
