,Metric,Condition,participant1,participant2,r
0,hardness,sitting,PPT_011,PPT_014,0.8157584763426048
0,hardness,sitting,PPT_011,PPT_015,0.7667238138302077
0,hardness,sitting,PPT_011,PPT_016,0.9198975055799669
0,hardness,sitting,PPT_011,PPT_017,0.5399553410204401
0,hardness,sitting,PPT_011,PPT_018,0.8331007248115344
0,hardness,sitting,PPT_011,PPT_019,0.6487697553301863
0,hardness,sitting,PPT_011,PPT_020,0.6627108933493656
0,hardness,sitting,PPT_012,PPT_013,0.7546059528681096
0,hardness,sitting,PPT_012,PPT_014,0.8863490358658237
0,hardness,sitting,PPT_012,PPT_015,0.9121793574772342
0,hardness,sitting,PPT_012,PPT_016,0.9115698864236832
0,hardness,sitting,PPT_012,PPT_017,0.6387416116633889
0,hardness,sitting,PPT_012,PPT_018,0.793662706288041
0,hardness,sitting,PPT_012,PPT_019,0.8133476144593484
0,hardness,sitting,PPT_012,PPT_020,0.7675295564533362
0,hardness,sitting,PPT_013,PPT_014,0.7577556272416109
0,hardness,sitting,PPT_013,PPT_015,0.7621869466991641
0,hardness,sitting,PPT_013,PPT_016,0.7116519174041297
0,hardness,sitting,PPT_013,PPT_017,0.7468615115052945
0,hardness,sitting,PPT_013,PPT_018,0.5634218289085544
0,hardness,sitting,PPT_013,PPT_019,0.8925249887264719
0,hardness,sitting,PPT_013,PPT_020,0.6418027681023
0,hardness,sitting,PPT_014,PPT_015,0.9142011834319526
0,hardness,sitting,PPT_014,PPT_016,0.9423939379729975
0,hardness,sitting,PPT_014,PPT_017,0.7717576640404685
0,hardness,sitting,PPT_014,PPT_018,0.8101929074893245
0,hardness,sitting,PPT_014,PPT_019,0.6711256332498974
0,hardness,sitting,PPT_014,PPT_020,0.8247041420118342
0,hardness,sitting,PPT_015,PPT_016,0.8877409979965071
0,hardness,sitting,PPT_015,PPT_017,0.7375564573488871
0,hardness,sitting,PPT_015,PPT_018,0.7680953726425684
0,hardness,sitting,PPT_015,PPT_019,0.7735762277061871
0,hardness,sitting,PPT_015,PPT_020,0.7455621301775148
0,hardness,sitting,PPT_016,PPT_017,0.6436669289016802
0,hardness,sitting,PPT_016,PPT_018,0.8657817109144541
0,hardness,sitting,PPT_016,PPT_019,0.7168369303143676
0,hardness,sitting,PPT_016,PPT_020,0.7880363102015582
0,hardness,sitting,PPT_017,PPT_018,0.46920126766535397
0,hardness,sitting,PPT_017,PPT_019,0.6791052340227358
0,hardness,sitting,PPT_017,PPT_020,0.5390407576390556
0,hardness,sitting,PPT_018,PPT_019,0.5826616620755871
0,hardness,sitting,PPT_018,PPT_020,0.6543581732320343
0,hardness,sitting,PPT_019,PPT_020,0.5204193240134714
0,slipperiness,sitting,PPT_001,PPT_002,0.7496326244661873
0,slipperiness,sitting,PPT_001,PPT_003,0.8254582379024444
0,slipperiness,sitting,PPT_001,PPT_004,0.29182090473082656
0,slipperiness,sitting,PPT_001,PPT_005,0.5110462096066148
0,slipperiness,sitting,PPT_001,PPT_006,0.7354476336398104
0,slipperiness,sitting,PPT_001,PPT_007,0.7562851211678786
0,slipperiness,sitting,PPT_001,PPT_008,0.701031688105904
0,slipperiness,sitting,PPT_001,PPT_009,0.030905085629526156
0,slipperiness,sitting,PPT_001,PPT_010,0.5537561233777729
0,slipperiness,sitting,PPT_001,PPT_011,0.0738012404616746
0,slipperiness,sitting,PPT_001,PPT_012,0.7858721774365224
0,slipperiness,sitting,PPT_001,PPT_013,0.40295477292074333
0,slipperiness,sitting,PPT_001,PPT_014,0.42784072972883624
0,slipperiness,sitting,PPT_001,PPT_015,0.6617554859805108
0,slipperiness,sitting,PPT_001,PPT_016,0.14084975310581566
0,slipperiness,sitting,PPT_001,PPT_017,0.3535564854098283
0,slipperiness,sitting,PPT_001,PPT_018,0.5317629758211646
0,slipperiness,sitting,PPT_001,PPT_019,0.4035530728388461
0,slipperiness,sitting,PPT_001,PPT_020,0.5180847080409557
0,slipperiness,sitting,PPT_002,PPT_003,0.8237118391694509
0,slipperiness,sitting,PPT_002,PPT_004,0.5107012460890553
0,slipperiness,sitting,PPT_002,PPT_005,0.8311209439528021
0,slipperiness,sitting,PPT_002,PPT_006,0.8103323239967959
0,slipperiness,sitting,PPT_002,PPT_007,0.8875778490765002
0,slipperiness,sitting,PPT_002,PPT_008,0.7957227138643067
0,slipperiness,sitting,PPT_002,PPT_009,0.348563101275992
0,slipperiness,sitting,PPT_002,PPT_010,0.8923303834808259
0,slipperiness,sitting,PPT_002,PPT_011,0.20251343203904504
0,slipperiness,sitting,PPT_002,PPT_012,0.7678705106333693
0,slipperiness,sitting,PPT_002,PPT_013,0.5410212855933613
0,slipperiness,sitting,PPT_002,PPT_014,0.766504018557452
0,slipperiness,sitting,PPT_002,PPT_015,0.898155226142168
0,slipperiness,sitting,PPT_002,PPT_016,0.421687215243546
0,slipperiness,sitting,PPT_002,PPT_017,0.7340813242957966
0,slipperiness,sitting,PPT_002,PPT_018,0.5584343967106313
0,slipperiness,sitting,PPT_002,PPT_019,0.581795250202871
0,slipperiness,sitting,PPT_002,PPT_020,0.6977105103826954
0,slipperiness,sitting,PPT_003,PPT_004,0.12750272902893595
0,slipperiness,sitting,PPT_003,PPT_005,0.540746081469154
0,slipperiness,sitting,PPT_003,PPT_006,0.5826578198647887
0,slipperiness,sitting,PPT_003,PPT_007,0.6939086412097969
0,slipperiness,sitting,PPT_003,PPT_008,0.61482088714986
0,slipperiness,sitting,PPT_003,PPT_009,-0.001480404771945854
0,slipperiness,sitting,PPT_003,PPT_010,0.6133393910362459
0,slipperiness,sitting,PPT_003,PPT_011,-0.03860440160957241
0,slipperiness,sitting,PPT_003,PPT_012,0.8231050532018948
0,slipperiness,sitting,PPT_003,PPT_013,0.31328956690845305
0,slipperiness,sitting,PPT_003,PPT_014,0.4690991620595878
0,slipperiness,sitting,PPT_003,PPT_015,0.7724293235357632
0,slipperiness,sitting,PPT_003,PPT_016,0.08501139841424755
0,slipperiness,sitting,PPT_003,PPT_017,0.431547619047619
0,slipperiness,sitting,PPT_003,PPT_018,0.503715266317176
0,slipperiness,sitting,PPT_003,PPT_019,0.31524172281802804
0,slipperiness,sitting,PPT_003,PPT_020,0.4083157862550928
0,slipperiness,sitting,PPT_004,PPT_005,0.6546127243944971
0,slipperiness,sitting,PPT_004,PPT_006,0.6329394387001477
0,slipperiness,sitting,PPT_004,PPT_007,0.5588466776060004
0,slipperiness,sitting,PPT_004,PPT_008,0.43321045007843273
0,slipperiness,sitting,PPT_004,PPT_009,0.8311218479676254
0,slipperiness,sitting,PPT_004,PPT_010,0.6819190048934785
0,slipperiness,sitting,PPT_004,PPT_011,0.6723380137451218
0,slipperiness,sitting,PPT_004,PPT_012,0.09439538291025383
0,slipperiness,sitting,PPT_004,PPT_013,0.5502964600950172
0,slipperiness,sitting,PPT_004,PPT_014,0.5474831681322789
0,slipperiness,sitting,PPT_004,PPT_015,0.36336779911373707
0,slipperiness,sitting,PPT_004,PPT_016,0.7741592905930533
0,slipperiness,sitting,PPT_004,PPT_017,0.509269621179529
0,slipperiness,sitting,PPT_004,PPT_018,0.6461896020530308
0,slipperiness,sitting,PPT_004,PPT_019,0.7696330079986708
0,slipperiness,sitting,PPT_004,PPT_020,0.755917986850951
0,slipperiness,sitting,PPT_005,PPT_006,0.6811809973124249
0,slipperiness,sitting,PPT_005,PPT_007,0.858731568981514
0,slipperiness,sitting,PPT_005,PPT_008,0.7396755162241886
0,slipperiness,sitting,PPT_005,PPT_009,0.6145911764570346
0,slipperiness,sitting,PPT_005,PPT_010,0.7846607669616519
0,slipperiness,sitting,PPT_005,PPT_011,0.5092399805653359
0,slipperiness,sitting,PPT_005,PPT_012,0.5762713429129509
0,slipperiness,sitting,PPT_005,PPT_013,0.6755375068747708
0,slipperiness,sitting,PPT_005,PPT_014,0.8576838969738605
0,slipperiness,sitting,PPT_005,PPT_015,0.7881920965651894
0,slipperiness,sitting,PPT_005,PPT_016,0.5464116028507919
0,slipperiness,sitting,PPT_005,PPT_017,0.7681557349089215
0,slipperiness,sitting,PPT_005,PPT_018,0.5495586182198663
0,slipperiness,sitting,PPT_005,PPT_019,0.4789077950143226
0,slipperiness,sitting,PPT_005,PPT_020,0.695493210031903
0,slipperiness,sitting,PPT_006,PPT_007,0.9074781811191476
0,slipperiness,sitting,PPT_006,PPT_008,0.7424356265398694
0,slipperiness,sitting,PPT_006,PPT_009,0.3399708712627111
0,slipperiness,sitting,PPT_006,PPT_010,0.8457566878873662
0,slipperiness,sitting,PPT_006,PPT_011,0.24482275307990684
0,slipperiness,sitting,PPT_006,PPT_012,0.5730094728224001
0,slipperiness,sitting,PPT_006,PPT_013,0.6553261608120768
0,slipperiness,sitting,PPT_006,PPT_014,0.7707791486306744
0,slipperiness,sitting,PPT_006,PPT_015,0.7858197932053176
0,slipperiness,sitting,PPT_006,PPT_016,0.5052095178534322
0,slipperiness,sitting,PPT_006,PPT_017,0.7227625628093753
0,slipperiness,sitting,PPT_006,PPT_018,0.6617336818275024
0,slipperiness,sitting,PPT_006,PPT_019,0.6466695052770352
0,slipperiness,sitting,PPT_006,PPT_020,0.8069535456500857
0,slipperiness,sitting,PPT_007,PPT_008,0.8328438817167826
0,slipperiness,sitting,PPT_007,PPT_009,0.3754645002413278
0,slipperiness,sitting,PPT_007,PPT_010,0.8306249370940914
0,slipperiness,sitting,PPT_007,PPT_011,0.3113418201610679
0,slipperiness,sitting,PPT_007,PPT_012,0.6873661126465254
0,slipperiness,sitting,PPT_007,PPT_013,0.7190513465624663
0,slipperiness,sitting,PPT_007,PPT_014,0.8535337217045229
0,slipperiness,sitting,PPT_007,PPT_015,0.8934144898946256
0,slipperiness,sitting,PPT_007,PPT_016,0.46984688989181106
0,slipperiness,sitting,PPT_007,PPT_017,0.7719176426305985
0,slipperiness,sitting,PPT_007,PPT_018,0.5660237388724036
0,slipperiness,sitting,PPT_007,PPT_019,0.5048256773488632
0,slipperiness,sitting,PPT_007,PPT_020,0.7464790783385603
0,slipperiness,sitting,PPT_008,PPT_009,0.2903464310840187
0,slipperiness,sitting,PPT_008,PPT_010,0.7109144542772861
0,slipperiness,sitting,PPT_008,PPT_011,0.28824904560302034
0,slipperiness,sitting,PPT_008,PPT_012,0.6728078466490078
0,slipperiness,sitting,PPT_008,PPT_013,0.8019236268699411
0,slipperiness,sitting,PPT_008,PPT_014,0.7716931173291175
0,slipperiness,sitting,PPT_008,PPT_015,0.7845020586599215
0,slipperiness,sitting,PPT_008,PPT_016,0.276175429701759
0,slipperiness,sitting,PPT_008,PPT_017,0.700006913682672
0,slipperiness,sitting,PPT_008,PPT_018,0.41198405161300883
0,slipperiness,sitting,PPT_008,PPT_019,0.4344959438537981
0,slipperiness,sitting,PPT_008,PPT_020,0.479675975888103
0,slipperiness,sitting,PPT_009,PPT_010,0.45541648327391776
0,slipperiness,sitting,PPT_009,PPT_011,0.8936523486591443
0,slipperiness,sitting,PPT_009,PPT_012,-0.03608247422680412
0,slipperiness,sitting,PPT_009,PPT_013,0.5199431846744113
0,slipperiness,sitting,PPT_009,PPT_014,0.5111200855892081
0,slipperiness,sitting,PPT_009,PPT_015,0.197640332968344
0,slipperiness,sitting,PPT_009,PPT_016,0.8976508131390252
0,slipperiness,sitting,PPT_009,PPT_017,0.4996366105317257
0,slipperiness,sitting,PPT_009,PPT_018,0.4560267650568883
0,slipperiness,sitting,PPT_009,PPT_019,0.6945334665627694
0,slipperiness,sitting,PPT_009,PPT_020,0.5967529733194947
0,slipperiness,sitting,PPT_010,PPT_011,0.2313383365993471
0,slipperiness,sitting,PPT_010,PPT_012,0.49668399632139243
0,slipperiness,sitting,PPT_010,PPT_013,0.5838890923753489
0,slipperiness,sitting,PPT_010,PPT_014,0.8154298069760125
0,slipperiness,sitting,PPT_010,PPT_015,0.8583028167652765
0,slipperiness,sitting,PPT_010,PPT_016,0.531563461468977
0,slipperiness,sitting,PPT_010,PPT_017,0.7666742387953074
0,slipperiness,sitting,PPT_010,PPT_018,0.6449732369955901
0,slipperiness,sitting,PPT_010,PPT_019,0.678761125236683
0,slipperiness,sitting,PPT_010,PPT_020,0.798228126285287
0,slipperiness,sitting,PPT_011,PPT_012,-0.04800611790317717
0,slipperiness,sitting,PPT_011,PPT_013,0.477037037037037
0,slipperiness,sitting,PPT_011,PPT_014,0.38558862686857404
0,slipperiness,sitting,PPT_011,PPT_015,0.05547343347732028
0,slipperiness,sitting,PPT_011,PPT_016,0.8184605368896306
0,slipperiness,sitting,PPT_011,PPT_017,0.3385309064224042
0,slipperiness,sitting,PPT_011,PPT_018,0.3491476126091975
0,slipperiness,sitting,PPT_011,PPT_019,0.6275971299358488
0,slipperiness,sitting,PPT_011,PPT_020,0.43555555555555553
0,slipperiness,sitting,PPT_012,PPT_013,0.3545067168234622
0,slipperiness,sitting,PPT_012,PPT_014,0.49778651813905483
0,slipperiness,sitting,PPT_012,PPT_015,0.7588503829269624
0,slipperiness,sitting,PPT_012,PPT_016,-0.01780464422755091
0,slipperiness,sitting,PPT_012,PPT_017,0.49445519382991526
0,slipperiness,sitting,PPT_012,PPT_018,0.2867720986095181
0,slipperiness,sitting,PPT_012,PPT_019,0.18269410675293296
0,slipperiness,sitting,PPT_012,PPT_020,0.3604151621038532
0,slipperiness,sitting,PPT_013,PPT_014,0.7377447138352486
0,slipperiness,sitting,PPT_013,PPT_015,0.5968941442159662
0,slipperiness,sitting,PPT_013,PPT_016,0.41592676374663956
0,slipperiness,sitting,PPT_013,PPT_017,0.7847087019484238
0,slipperiness,sitting,PPT_013,PPT_018,0.487768851585673
0,slipperiness,sitting,PPT_013,PPT_019,0.34495586929098077
0,slipperiness,sitting,PPT_013,PPT_020,0.4037037037037037
0,slipperiness,sitting,PPT_014,PPT_015,0.8338361530903544
0,slipperiness,sitting,PPT_014,PPT_016,0.5656722718563009
0,slipperiness,sitting,PPT_014,PPT_017,0.8957560189804511
0,slipperiness,sitting,PPT_014,PPT_018,0.5442392720276227
0,slipperiness,sitting,PPT_014,PPT_019,0.48363148786466703
0,slipperiness,sitting,PPT_014,PPT_020,0.7518606751271617
0,slipperiness,sitting,PPT_015,PPT_016,0.264492041699738
0,slipperiness,sitting,PPT_015,PPT_017,0.7724293235357632
0,slipperiness,sitting,PPT_015,PPT_018,0.47076355888399496
0,slipperiness,sitting,PPT_015,PPT_019,0.3592608362650196
0,slipperiness,sitting,PPT_015,PPT_020,0.610207768250523
0,slipperiness,sitting,PPT_016,PPT_017,0.5190169587396167
0,slipperiness,sitting,PPT_016,PPT_018,0.47059149669037187
0,slipperiness,sitting,PPT_016,PPT_019,0.8345789680674205
0,slipperiness,sitting,PPT_016,PPT_020,0.7574480241396763
0,slipperiness,sitting,PPT_017,PPT_018,0.5438341813335882
0,slipperiness,sitting,PPT_017,PPT_019,0.41635699240116913
0,slipperiness,sitting,PPT_017,PPT_020,0.6072769330121198
0,slipperiness,sitting,PPT_018,PPT_019,0.5345213054282081
0,slipperiness,sitting,PPT_018,PPT_020,0.6656784631062832
0,slipperiness,sitting,PPT_019,PPT_020,0.7678049993896022
0,roughness,hand,PPT_001,PPT_002,0.669374334329977
0,roughness,hand,PPT_001,PPT_003,0.6264854591892074
0,roughness,hand,PPT_001,PPT_004,0.7264019700515628
0,roughness,hand,PPT_001,PPT_005,0.872050007537279
0,roughness,hand,PPT_001,PPT_006,0.6403833721117063
0,roughness,hand,PPT_001,PPT_007,0.7566379911400034
0,roughness,hand,PPT_001,PPT_008,0.7084764682212966
0,roughness,hand,PPT_001,PPT_009,0.5373281332193806
0,roughness,hand,PPT_001,PPT_010,0.7581435604119687
0,roughness,hand,PPT_001,PPT_011,0.32766594854878256
0,roughness,hand,PPT_001,PPT_013,0.8509245947987466
0,roughness,hand,PPT_001,PPT_014,0.7313199573412519
0,roughness,hand,PPT_001,PPT_015,0.7487116904418604
0,roughness,hand,PPT_001,PPT_016,0.5986737110147156
0,roughness,hand,PPT_001,PPT_017,0.6558586895045093
0,roughness,hand,PPT_001,PPT_018,0.6504109452999379
0,roughness,hand,PPT_001,PPT_019,0.7301108699139818
0,roughness,hand,PPT_001,PPT_020,0.6134557779533506
0,roughness,hand,PPT_002,PPT_003,0.5745010499817954
0,roughness,hand,PPT_002,PPT_004,0.7804880180552277
0,roughness,hand,PPT_002,PPT_005,0.8035601782971177
0,roughness,hand,PPT_002,PPT_006,0.8323495047770909
0,roughness,hand,PPT_002,PPT_007,0.8470068832303892
0,roughness,hand,PPT_002,PPT_008,0.7078162776170772
0,roughness,hand,PPT_002,PPT_009,0.35407446263336834
0,roughness,hand,PPT_002,PPT_010,0.8576744707470159
0,roughness,hand,PPT_002,PPT_011,0.31579025457063853
0,roughness,hand,PPT_002,PPT_013,0.8579881656804733
0,roughness,hand,PPT_002,PPT_014,0.7737422788964513
0,roughness,hand,PPT_002,PPT_015,0.6688896229245431
0,roughness,hand,PPT_002,PPT_016,0.7192600485711311
0,roughness,hand,PPT_002,PPT_017,0.7858206504727816
0,roughness,hand,PPT_002,PPT_018,0.7903712377192552
0,roughness,hand,PPT_002,PPT_019,0.9006472111302388
0,roughness,hand,PPT_002,PPT_020,0.6325932867968548
0,roughness,hand,PPT_003,PPT_004,0.3592608362650196
0,roughness,hand,PPT_003,PPT_005,0.4769687964338782
0,roughness,hand,PPT_003,PPT_006,0.6876434954687878
0,roughness,hand,PPT_003,PPT_007,0.705929024660956
0,roughness,hand,PPT_003,PPT_008,0.6982147259635472
0,roughness,hand,PPT_003,PPT_009,0.6659244596793092
0,roughness,hand,PPT_003,PPT_010,0.7793462109955424
0,roughness,hand,PPT_003,PPT_011,0.26597325408618133
0,roughness,hand,PPT_003,PPT_013,0.6508540927535694
0,roughness,hand,PPT_003,PPT_014,0.7791823714936165
0,roughness,hand,PPT_003,PPT_015,0.66815163178526
0,roughness,hand,PPT_003,PPT_016,0.3407573322104826
0,roughness,hand,PPT_003,PPT_017,0.5470059667937935
0,roughness,hand,PPT_003,PPT_018,0.4810691748853873
0,roughness,hand,PPT_003,PPT_019,0.7131328228860604
0,roughness,hand,PPT_003,PPT_020,0.744617874089573
0,roughness,hand,PPT_004,PPT_005,0.9400041262274429
0,roughness,hand,PPT_004,PPT_006,0.5055351930216805
0,roughness,hand,PPT_004,PPT_007,0.5886262924667651
0,roughness,hand,PPT_004,PPT_008,0.49555110060035185
0,roughness,hand,PPT_004,PPT_009,0.15692118629466498
0,roughness,hand,PPT_004,PPT_010,0.6562991771769223
0,roughness,hand,PPT_004,PPT_011,0.6000026337621976
0,roughness,hand,PPT_004,PPT_013,0.7819662150591201
0,roughness,hand,PPT_004,PPT_014,0.4558963857720675
0,roughness,hand,PPT_004,PPT_015,0.3538128634379711
0,roughness,hand,PPT_004,PPT_016,0.9193212895187448
0,roughness,hand,PPT_004,PPT_017,0.7416976189588159
0,roughness,hand,PPT_004,PPT_018,0.6869002871766468
0,roughness,hand,PPT_004,PPT_019,0.7379103806148969
0,roughness,hand,PPT_004,PPT_020,0.4892684157583658
0,roughness,hand,PPT_005,PPT_006,0.6165845336119486
0,roughness,hand,PPT_005,PPT_007,0.7200031605146372
0,roughness,hand,PPT_005,PPT_008,0.6140116693638878
0,roughness,hand,PPT_005,PPT_009,0.3080921413232033
0,roughness,hand,PPT_005,PPT_010,0.7384843982169391
0,roughness,hand,PPT_005,PPT_011,0.42050520059435365
0,roughness,hand,PPT_005,PPT_013,0.8465550955860778
0,roughness,hand,PPT_005,PPT_014,0.6074351121281343
0,roughness,hand,PPT_005,PPT_015,0.5263550077063882
0,roughness,hand,PPT_005,PPT_016,0.8144026000760336
0,roughness,hand,PPT_005,PPT_017,0.7542612722095746
0,roughness,hand,PPT_005,PPT_018,0.6688940224872437
0,roughness,hand,PPT_005,PPT_019,0.7685654162616575
0,roughness,hand,PPT_005,PPT_020,0.5835190917591271
0,roughness,hand,PPT_006,PPT_007,0.9372696279380062
0,roughness,hand,PPT_006,PPT_008,0.858222571868907
0,roughness,hand,PPT_006,PPT_009,0.5872806768056176
0,roughness,hand,PPT_006,PPT_010,0.867511492668912
0,roughness,hand,PPT_006,PPT_011,0.06587757922144469
0,roughness,hand,PPT_006,PPT_013,0.8072386945176224
0,roughness,hand,PPT_006,PPT_014,0.8518602653281194
0,roughness,hand,PPT_006,PPT_015,0.823228455018454
0,roughness,hand,PPT_006,PPT_016,0.4267770157642839
0,roughness,hand,PPT_006,PPT_017,0.8016224188790559
0,roughness,hand,PPT_006,PPT_018,0.8091751390747427
0,roughness,hand,PPT_006,PPT_019,0.8463289897372117
0,roughness,hand,PPT_006,PPT_020,0.7573997645452801
0,roughness,hand,PPT_007,PPT_008,0.9212644149091999
0,roughness,hand,PPT_007,PPT_009,0.5721701745555474
0,roughness,hand,PPT_007,PPT_010,0.8977817186663994
0,roughness,hand,PPT_007,PPT_011,0.19926013392843356
0,roughness,hand,PPT_007,PPT_013,0.8566151637556902
0,roughness,hand,PPT_007,PPT_014,0.8621260108177471
0,roughness,hand,PPT_007,PPT_015,0.8771302158451794
0,roughness,hand,PPT_007,PPT_016,0.5203565753073088
0,roughness,hand,PPT_007,PPT_017,0.8302585286852416
0,roughness,hand,PPT_007,PPT_018,0.8527038047710096
0,roughness,hand,PPT_007,PPT_019,0.896247425848053
0,roughness,hand,PPT_007,PPT_020,0.8512234162210601
0,roughness,hand,PPT_008,PPT_009,0.5696242008989469
0,roughness,hand,PPT_008,PPT_010,0.7757113444269507
0,roughness,hand,PPT_008,PPT_011,0.22056729870353256
0,roughness,hand,PPT_008,PPT_013,0.7606050966410398
0,roughness,hand,PPT_008,PPT_014,0.8575711243542519
0,roughness,hand,PPT_008,PPT_015,0.8034307356470115
0,roughness,hand,PPT_008,PPT_016,0.4914404870500719
0,roughness,hand,PPT_008,PPT_017,0.7758153871998338
0,roughness,hand,PPT_008,PPT_018,0.8272581532009542
0,roughness,hand,PPT_008,PPT_019,0.8392302389153022
0,roughness,hand,PPT_008,PPT_020,0.8101321968340578
0,roughness,hand,PPT_009,PPT_010,0.5998516872027668
0,roughness,hand,PPT_009,PPT_011,0.0994803540658054
0,roughness,hand,PPT_009,PPT_013,0.5607413560951042
0,roughness,hand,PPT_009,PPT_014,0.7243692989074433
0,roughness,hand,PPT_009,PPT_015,0.5927299703264095
0,roughness,hand,PPT_009,PPT_016,0.08160237388724036
0,roughness,hand,PPT_009,PPT_017,0.5658308787862688
0,roughness,hand,PPT_009,PPT_018,0.44213649851632053
0,roughness,hand,PPT_009,PPT_019,0.40046525628385393
0,roughness,hand,PPT_009,PPT_020,0.6721068249258161
0,roughness,hand,PPT_010,PPT_011,0.35289747399702825
0,roughness,hand,PPT_010,PPT_013,0.9325449301639982
0,roughness,hand,PPT_010,PPT_014,0.7985132318550993
0,roughness,hand,PPT_010,PPT_015,0.7624352509371801
0,roughness,hand,PPT_010,PPT_016,0.6169266733483901
0,roughness,hand,PPT_010,PPT_017,0.8253202340664137
0,roughness,hand,PPT_010,PPT_018,0.7587232974272619
0,roughness,hand,PPT_010,PPT_019,0.8726888011158197
0,roughness,hand,PPT_010,PPT_020,0.7980700046323941
0,roughness,hand,PPT_011,PPT_013,0.4091930059225175
0,roughness,hand,PPT_011,PPT_014,0.1434944634525458
0,roughness,hand,PPT_011,PPT_015,0.0831477586221657
0,roughness,hand,PPT_011,PPT_016,0.7527841718113929
0,roughness,hand,PPT_011,PPT_017,0.462623449588797
0,roughness,hand,PPT_011,PPT_018,0.39643663485925434
0,roughness,hand,PPT_011,PPT_019,0.3146174218614972
0,roughness,hand,PPT_011,PPT_020,0.3637714439719749
0,roughness,hand,PPT_013,PPT_014,0.7826443952404181
0,roughness,hand,PPT_013,PPT_015,0.7296304303218992
0,roughness,hand,PPT_013,PPT_016,0.7148155992493732
0,roughness,hand,PPT_013,PPT_017,0.8308723982912399
0,roughness,hand,PPT_013,PPT_018,0.8237046076324385
0,roughness,hand,PPT_013,PPT_019,0.8475800310553452
0,roughness,hand,PPT_013,PPT_020,0.6703711060317958
0,roughness,hand,PPT_014,PPT_015,0.8506695869220745
0,roughness,hand,PPT_014,PPT_016,0.37147143533715044
0,roughness,hand,PPT_014,PPT_017,0.7296368359549544
0,roughness,hand,PPT_014,PPT_018,0.7161969273300259
0,roughness,hand,PPT_014,PPT_019,0.7818810392037039
0,roughness,hand,PPT_014,PPT_020,0.7236263560367691
0,roughness,hand,PPT_015,PPT_016,0.24109792284866474
0,roughness,hand,PPT_015,PPT_017,0.6005943445417651
0,roughness,hand,PPT_015,PPT_018,0.725519287833828
0,roughness,hand,PPT_015,PPT_019,0.7335625255293026
0,roughness,hand,PPT_015,PPT_020,0.6721068249258161
0,roughness,hand,PPT_016,PPT_017,0.6767781099208313
0,roughness,hand,PPT_016,PPT_018,0.6194362017804155
0,roughness,hand,PPT_016,PPT_019,0.6617033393550035
0,roughness,hand,PPT_016,PPT_020,0.4606824925816024
0,roughness,hand,PPT_017,PPT_018,0.8624298100193326
0,roughness,hand,PPT_017,PPT_019,0.8045349655526579
0,roughness,hand,PPT_017,PPT_020,0.8276663442638362
0,roughness,hand,PPT_018,PPT_019,0.8697955659847444
0,roughness,hand,PPT_018,PPT_020,0.7032640949554896
0,roughness,hand,PPT_019,PPT_020,0.7470361229369836
0,hardness,hand,PPT_001,PPT_002,0.9108349450689436
0,hardness,hand,PPT_001,PPT_003,0.5836418094616531
0,hardness,hand,PPT_001,PPT_004,0.9558823529411766
0,hardness,hand,PPT_001,PPT_005,0.9323529411764706
0,hardness,hand,PPT_001,PPT_006,0.5840733376606898
0,hardness,hand,PPT_001,PPT_007,0.6863041316330909
0,hardness,hand,PPT_001,PPT_008,0.7487122202184843
0,hardness,hand,PPT_001,PPT_009,0.7826106081417621
0,hardness,hand,PPT_001,PPT_010,0.8856148855400954
0,hardness,hand,PPT_001,PPT_011,0.7773537764707596
0,hardness,hand,PPT_001,PPT_013,0.6578199712037062
0,hardness,hand,PPT_001,PPT_014,0.8529308535824696
0,hardness,hand,PPT_001,PPT_015,0.8085428503574398
0,hardness,hand,PPT_001,PPT_016,0.8468344971867539
0,hardness,hand,PPT_001,PPT_017,0.6435942178619328
0,hardness,hand,PPT_001,PPT_018,0.842810166072324
0,hardness,hand,PPT_001,PPT_019,0.7129633525514814
0,hardness,hand,PPT_001,PPT_020,0.6312711831282203
0,hardness,hand,PPT_002,PPT_003,0.5679468242245199
0,hardness,hand,PPT_002,PPT_004,0.9285210605071755
0,hardness,hand,PPT_002,PPT_005,0.8415643262692019
0,hardness,hand,PPT_002,PPT_006,0.5794532255258509
0,hardness,hand,PPT_002,PPT_007,0.6686348684345146
0,hardness,hand,PPT_002,PPT_008,0.8330871491875923
0,hardness,hand,PPT_002,PPT_009,0.7097488921713441
0,hardness,hand,PPT_002,PPT_010,0.7929002758358312
0,hardness,hand,PPT_002,PPT_011,0.7880982479368196
0,hardness,hand,PPT_002,PPT_013,0.6341465146698725
0,hardness,hand,PPT_002,PPT_014,0.8192628554827044
0,hardness,hand,PPT_002,PPT_015,0.7298894976619591
0,hardness,hand,PPT_002,PPT_016,0.7557197629988333
0,hardness,hand,PPT_002,PPT_017,0.720295399108263
0,hardness,hand,PPT_002,PPT_018,0.7529594037321605
0,hardness,hand,PPT_002,PPT_019,0.7115263467186329
0,hardness,hand,PPT_002,PPT_020,0.6770142277827542
0,hardness,hand,PPT_003,PPT_004,0.6764939155123706
0,hardness,hand,PPT_003,PPT_005,0.5335311490533293
0,hardness,hand,PPT_003,PPT_006,0.889874596343271
0,hardness,hand,PPT_003,PPT_007,0.8878231200074185
0,hardness,hand,PPT_003,PPT_008,0.7858197932053176
0,hardness,hand,PPT_003,PPT_009,0.7865583456425407
0,hardness,hand,PPT_003,PPT_010,0.759616215749439
