,Comparison,mean r,min r,max r
0,walking: roughness,0.662967729444594,-0.07905043397111824,0.9388359218300504
0,walking: hardness,0.804510694487213,0.44215192550865795,0.951965110848091
0,walking: slipperiness,0.5066254544773849,-0.1586457521892895,0.9344773873150978
0,sitting: roughness,0.6464874615722095,-0.191740412979351,0.9365316203569526
0,sitting: hardness,0.739555244808307,0.3600674285090138,0.9423939379729975
0,sitting: slipperiness,0.5666540964879293,-0.04800611790317717,0.9074781811191476
0,hand: roughness,0.6581142048426112,0.06587757922144469,0.9400041262274429
0,hand: hardness,0.7566183196461326,0.42339019740572553,0.9558823529411766
0,hand: slipperiness,0.6140880523467712,0.05353196840945647,0.9554990793419719
