,Metric,covariate1,covariate2,participant,r,p
0,slipperiness,sitting,walking,PPT_018,0.6802670623145401,0.003732732671007319
0,slipperiness,sitting,sitting,PPT_018,1.0,0.0
0,slipperiness,sitting,hand,PPT_018,0.732343829162853,0.001255223688058504
0,slipperiness,hand,walking,PPT_018,0.752418228540921,0.0007712550181018657
0,slipperiness,hand,sitting,PPT_018,0.732343829162853,0.001255223688058504
0,slipperiness,hand,hand,PPT_018,0.9999999999999998,7.135409263138563e-109
0,slipperiness,walking,walking,PPT_019,1.0,0.0
0,slipperiness,walking,sitting,PPT_019,0.5040832866468796,0.04648363518216833
0,slipperiness,walking,hand,PPT_019,0.4390792365685117,0.08884346776816136
0,slipperiness,sitting,walking,PPT_019,0.5040832866468795,0.04648363518216835
0,slipperiness,sitting,sitting,PPT_019,1.0,0.0
0,slipperiness,sitting,hand,PPT_019,0.8074351674065531,0.0001555747671212897
0,slipperiness,hand,walking,PPT_019,0.4390792365685117,0.08884346776816136
0,slipperiness,hand,sitting,PPT_019,0.8074351674065531,0.0001555747671212897
0,slipperiness,hand,hand,PPT_019,1.0,0.0
0,slipperiness,walking,walking,PPT_020,1.0,0.0
0,slipperiness,walking,sitting,PPT_020,0.776620662495457,0.0004026283647688313
0,slipperiness,walking,hand,PPT_020,0.8365590018902141,5.35999584026438e-05
0,slipperiness,sitting,walking,PPT_020,0.776620662495457,0.0004026283647688313
0,slipperiness,sitting,sitting,PPT_020,1.0,0.0
0,slipperiness,sitting,hand,PPT_020,0.8375380138269188,5.153394690075348e-05
0,slipperiness,hand,walking,PPT_020,0.8365590018902141,5.35999584026438e-05
0,slipperiness,hand,sitting,PPT_020,0.8375380138269188,5.153394690075348e-05
0,slipperiness,hand,hand,PPT_020,1.0,0.0
